Intercolumnar_distance,upper_margin,lower_margin,exploitation,row_number,modular_ratio,inter_linear_spacing,weight,peak_number,modular_ratio/inter_linear_spacing,class
0.15498,0.054213,0.164499,-0.048325,0.261718,-1.180006,-0.308329,0.247546,0.500624,-0.8209059999999999,Marcus
0.019197,-0.087108,0.292529,0.240776,0.17234,0.356414,0.446679,-0.459738,0.001721,0.190327,Marcus
0.25373,-0.338346,-3.210528,-1.790689,0.351096,-0.349509,0.710932,0.114123,0.313536,-0.5621659999999999,Marcus
0.488263,-0.49537,0.111153,0.334258,0.976743,-0.598658,-1.176589,-0.008893,1.404887,0.283585,Coronavirucus
-0.054866,-0.330495,-3.210528,-0.2674559999999999,0.261718,0.024215,0.371178,0.966576,-0.029461,-0.067399,Clarius
0.068573,0.2976,0.0222419999999999,-0.22252,0.261718,-1.138481,0.106925,0.704448,0.531806,-0.969895,Ubuntius
0.241386,-0.126364,0.4170029999999999,0.096091,0.17234,-0.474083,0.408929,-0.3563119999999999,-0.0606419999999999,-0.533029,Marcus
0.019197,-0.338346,-0.358293,-0.113223,0.17234,-0.847807,-0.006326,0.015512,-3.116426,-0.650977,Marcus
0.377169,0.022808,0.139604,1.070691,0.976743,-0.598658,-0.534832,1.293123,2.059698,-0.118405,Coronavirucus
-0.301743,0.171981,0.285416,0.684706,0.17234,2.183507,0.220177,1.324577,2.277968,1.984842,Mongucus
0.043885,0.69801,0.0222419999999999,0.912997,0.261718,0.190314,0.333428,1.105183,-0.1230049999999999,0.112728,Clarius
-0.252367,0.062064,0.1716109999999999,-0.420108,0.261718,-0.723232,-0.044076,0.109891,1.124254,-0.5198649999999999,Philippus
-0.264711,-0.448263,0.431229,-1.121421,0.261718,-0.224934,-0.232828,-1.005932,-0.996086,0.052862,Clarius
0.130292,-0.4639649999999999,0.338762,0.26578,0.261718,0.979286,0.748682,-0.096786,0.032902,0.559937,Marcus
0.1056039999999999,0.289748,0.1716109999999999,-0.220044,0.261718,0.356414,0.484429,-0.189825,0.064084,0.163227,Marcus
0.809204,-0.2912389999999999,0.036468,-0.399281,0.976743,-0.930856,-1.365341,0.385706,1.529613,0.037384,Coronavirucus
0.15498,-0.322644,0.175168,0.126526,0.17234,0.564038,0.937434,0.090475,0.095265,0.105363,Marcus
0.229043,0.014957,0.395665,-1.399572,0.082961,-1.470679,0.333428,-0.504685,1.24898,-1.371885,Paithonius
-3.498799,0.148427,-3.210528,-0.293087,-4.9222150000000005,0.605563,-0.799085,0.8954190000000001,-0.216549,1.208106,Coronavirucus
-0.215336,0.250492,0.473906,1.1870889999999998,0.17234,1.26996,0.257927,0.196891,2.059698,1.126854,Mongucus
0.130292,-0.024299,0.246296,0.1210059999999999,0.082961,0.14879,0.408929,0.219723,-0.372457,0.026486,Marcus
-0.3387739999999999,-0.09496,0.527252,1.857252,-1.257711,0.356414,-1.554093,0.974905,2.1844240000000004,1.509592,Mongucus
0.117948,-0.008597,0.623275,-0.855684,0.17234,0.273364,0.7864329999999999,0.8859819999999999,-0.310094,-0.065133,Marcus
0.1056039999999999,-0.09496,0.3245369999999999,0.557118,0.17234,-0.058835,0.031425,0.795565,0.375899,0.044014,Marcus
0.15498,-0.377602,0.349432,0.70613,-0.006417,-0.432558,-0.459331,0.167069,0.064084,-0.0071239999999999,Marcus
-0.128929,0.289748,0.235627,1.057473,0.17234,-1.22153,-3.10186,0.557668,-0.185368,-2.392846,Philippus
-0.091897,-0.189174,0.345875,0.2359119999999999,0.261718,0.480988,0.52218,-0.290222,-0.1230049999999999,0.272411,Marcus
0.426544,7.293003999999999,0.19295,-1.533156,-0.989576,-0.930856,0.182426,-0.142316,-0.216549,-0.817132,Marcus
0.006853,-0.267686,0.40989,0.565443,0.17234,0.813187,0.55993,-0.53606,0.032902,0.527642,Clarius
0.759828,-1.304042,-0.023991,-0.973663,-0.006417,-0.598658,-0.799085,-0.2766699999999999,2.028517,0.038577,Coronavirucus
0.080916,0.313302,0.079145,0.5889850000000001,0.261718,0.190314,-0.006326,0.175243,-0.310094,0.29511,Clarius
0.377169,-0.079257,0.153829,-1.1029520000000002,0.261718,0.14879,0.52218,0.757782,-0.247731,-0.03215,Marcus
1.043737,-0.401156,0.473906,0.506215,0.261718,-0.349509,0.106925,0.909844,-0.746634,-0.250529,Marcus
0.130292,-0.212727,0.3245369999999999,0.386474,0.261718,-0.6401819999999999,0.106925,-0.372155,-1.027268,-0.517478,Clarius
-0.16596,-0.173471,-2.908234,-1.6700240000000002,0.351096,-0.474083,0.106925,0.978477,-0.1230049999999999,-0.373323,Clarius
-0.00549,0.4860279999999999,0.118265,0.4465689999999999,0.261718,-1.138481,0.106925,0.068089,-0.341275,-0.974199,Ubuntius
-0.252367,-0.1106619999999999,0.452567,0.8883209999999999,0.17234,-0.598658,-0.195078,0.607837,1.342524,-0.3185679999999999,Esequlius
-0.042522,0.407516,-3.210528,-0.636404,0.261718,0.190314,0.899684,0.077525,-0.43482,-0.182056,Marcus
0.0562289999999999,-0.09496,0.228514,-0.658066,0.17234,0.439463,0.295677,-0.88812,-0.559546,0.350492,Clarius
-0.128929,-0.511072,0.342319,0.170775,0.261718,1.934358,0.55993,-1.242528,-0.590727,1.530725,Clarius
0.1056039999999999,0.014957,0.3778829999999999,-0.432222,0.261718,-1.30458,0.446679,-0.438362,0.001721,-1.28193,Paithonius
-0.00549,0.305451,0.018686,-0.04009,0.261718,1.145386,0.673182,-0.915573,-0.029461,0.753893,Marcus
-0.00549,-0.660245,0.345875,-0.2705889999999999,0.261718,1.186911,1.050686,-0.6121489999999999,-0.185368,0.569822,Marcus
-0.32643,-0.157769,0.424116,1.924954,0.17234,1.186911,1.088436,0.494626,0.999528,0.5442779999999999,Mongucus
-3.498799,0.329004,0.139604,0.982191,-4.9222150000000005,-0.432558,0.446679,1.470464,-2.77343,-0.5013479999999999,Marcus
-0.190648,-0.024299,0.367214,2.258633,0.17234,1.726734,0.6354310000000001,1.0182209999999998,1.966154,1.297132,Mongucus
-0.215336,-0.204876,0.456124,-0.099826,0.17234,0.397939,0.257927,-1.415209,-0.154186,0.335037,Philippus
0.019197,0.619498,0.032912,-0.18385,0.261718,-0.847807,0.52218,0.060614,0.095265,-0.910656,Ubuntius
0.661077,-0.09496,0.01513,0.751961,0.976743,-0.391033,-1.591843,0.535321,1.280161,0.823041,Coronavirucus
2.105308,-0.079257,0.2391829999999999,-1.152363,-0.989576,0.0657399999999999,0.52218,-1.811749,-1.214356,-0.1053849999999999,Marcus
-0.128929,0.383963,0.2320699999999999,1.248675,0.261718,1.228436,0.182426,0.27298,0.62535,1.198426,Marcus
0.0562289999999999,0.054213,0.392108,-0.02896,0.261718,0.0657399999999999,0.371178,-0.152334,0.905984,-0.013706,Paithonius
-3.498799,-0.754459,0.477462,1.600496,-4.9222150000000005,0.439463,0.6354310000000001,1.123161,-0.8089970000000001,0.181213,Mongucus
0.31545,-0.236281,0.37077,0.812174,0.261718,-0.183409,0.371178,0.34239,-0.029461,-0.242657,Marcus
0.080916,-0.071406,0.160942,1.225521,0.17234,-0.01731,0.106925,1.251788,0.687713,0.042712,Marcus
0.068573,-0.204876,0.424116,1.412158,0.261718,0.813187,0.069175,1.084389,0.157628,0.836988,Marcus
0.15498,-0.236281,0.01513,0.558909,0.17234,-0.598658,0.182426,0.985836,-2.461615,-0.521046,Marcus
0.204355,0.360409,0.139604,0.299019,-0.095795,-1.346105,0.371178,-1.6971009999999995,0.718895,-1.272949,Marcus
0.25373,-0.338346,0.352988,-1.154243,0.17234,0.024215,-0.006326,0.202502,-0.1230049999999999,0.147519,Clarius
0.31545,-0.989994,0.157386,-2.450289,0.17234,-0.01731,2.560702,-1.453593,-1.120812,-0.239812,Mongucus
0.167323,-0.322644,0.306755,-0.5435479999999999,0.261718,-0.8062819999999999,-0.006326,0.146294,-0.029461,-0.617861,Clarius
0.1426359999999999,0.4860279999999999,0.100483,-0.448543,0.17234,1.186911,0.673182,-1.792373,-1.962712,0.817194,Marcus
0.377169,-0.079257,0.153829,-1.1029520000000002,0.261718,1.892833,0.484429,-0.917146,-0.964905,1.54272,Marcus
0.63639,-0.063555,0.132491,-0.6317189999999999,0.976743,-0.8062819999999999,-1.176589,0.200211,1.03071,0.11579,Coronavirucus
-2.215039,-0.173471,3.941399,-1.56941,-2.509005,-3.2977730000000003,-0.459331,-0.5588350000000001,-1.993893,-2.753825,Marcus
0.167323,0.171981,0.047137,0.268047,0.17234,-0.01731,0.597681,0.467755,0.064084,-0.214834,Clarius
-0.141273,-0.055704,0.207175,0.246982,0.261718,-0.266459,0.371178,0.666899,0.064084,-0.320762,Clarius
-0.00549,-0.220579,-3.210528,1.071885,0.261718,1.394535,-0.610333,0.8279690000000001,0.469443,1.856672,Marcus
0.031541,0.36826,-0.027547,0.2371349999999999,0.17234,0.273364,0.371178,-0.774365,-0.1230049999999999,0.158839,Marcus
-0.00549,0.611647,0.0222419999999999,1.0121790000000002,0.261718,1.145386,0.673182,0.439972,0.064084,0.736171,Marcus
0.0562289999999999,0.4860279999999999,0.10404,-0.0533379999999999,0.261718,0.190314,0.182426,-0.456942,-0.0606419999999999,0.198223,Ubuntius
0.907954,-0.330495,0.132491,1.039033,0.887365,-0.515608,-0.685833,0.533341,1.093072,0.071922,Coronavirucus
-0.06721,-0.43256,-3.210528,-0.875108,0.17234,0.979286,-3.13961,-1.120542,-0.65309,-0.509088,Marcus
-0.042522,-0.189174,0.33165,-0.664392,0.261718,-0.058835,0.937434,-0.288184,0.1888099999999999,-0.430006,Paithonius
0.229043,-0.22843,0.3245369999999999,-0.8691409999999999,0.261718,-1.346105,-0.38383,-1.19364,-0.278912,-0.929269,Clarius
-0.215336,-1.296191,0.491688,1.050073,0.6192300000000001,-0.224934,-1.32759,0.577996,2.52742,0.776918,Mongucus
-0.264711,-0.09496,0.01513,-0.597346,0.261718,-0.10036,0.7864329999999999,0.0615659999999999,0.251173,-0.37571,Philippus
-0.277055,-0.251983,-3.203415,1.957926,0.261718,1.560634,0.257927,1.379561,1.903791,1.386329,Mongucus
0.09326,0.344707,0.1431599999999999,-0.026574,0.261718,0.0657399999999999,0.106925,-0.244247,0.032902,0.128882,Ubuntius
-0.2893989999999999,0.093469,0.402778,-0.087353,-1.436467,-0.584816,0.446679,1.242877,0.708501,-0.6439239999999999,Philippus
0.031541,-0.346197,-0.009765,1.029902,0.082961,-0.10036,-0.157328,0.6191369999999999,0.594169,0.1141869999999999,Marcus
0.266074,0.556689,-0.020434,0.176624,0.261718,-0.681707,0.484429,0.435856,0.219991,-0.745416,Ubuntius
-0.042522,-0.3619,0.4703489999999999,-0.310721,0.261718,-0.058835,0.144676,-1.520247,-0.902542,-0.01854,Clarius
-0.22768,0.446772,0.534365,0.177429,0.17234,-0.474083,0.257927,0.439933,0.7500760000000001,-0.440205,Philippus
-0.240024,-0.424709,0.089814,1.094532,0.261718,-0.01731,0.106925,1.397792,0.687713,0.046377,Marcus
-0.128929,-0.040001,0.057807,0.557894,0.261718,-0.10036,0.031425,0.802477,1.903791,0.049173,Mongucus
0.117948,-0.29909,0.473906,-0.204438,0.082961,-0.224934,0.333428,0.033297,0.40708,-0.265067,Marcus
-0.0301779999999999,0.093469,0.235627,1.206186,0.261718,1.228436,0.748682,0.067565,0.562987,0.780425,Marcus
-0.264711,-0.09496,0.01513,-0.597346,0.261718,-1.055431,0.6354310000000001,-0.764269,0.157628,-1.141837,Philippus
0.229043,-0.0164479999999999,0.317424,-0.526838,0.261718,-0.1418839999999999,0.371178,-0.783257,0.095265,-0.203827,Clarius
-0.054866,0.2269389999999999,0.32098,-0.905841,0.261718,0.190314,0.295677,-0.775452,0.40708,0.128147,Paithonius
0.068573,-0.189174,-2.090261,-0.6335390000000001,0.17234,-0.474083,1.956696,0.5895279999999999,1.373706,-1.215892,Philippus
0.068573,0.289748,0.107596,1.267115,0.261718,0.14879,0.55993,1.302715,0.344717,-0.051571,Marcus
-0.054866,-0.024299,0.079145,0.136282,0.261718,1.103861,0.748682,-0.956967,-0.466001,0.674895,Clarius
0.327793,-2.426761,0.008017,-0.54498,-0.006417,0.688613,0.182426,-0.36934,-0.029461,0.634137,Marcus
-0.22768,-0.503221,0.406334,-0.671732,0.261718,0.397939,0.333428,1.153216,0.7500760000000001,0.32227,Philippus
-0.264711,-0.275537,0.384996,1.343918,0.261718,1.851308,0.295677,-0.304415,-0.0606419999999999,1.624261,Marcus
0.31545,-0.047852,0.1431599999999999,-0.574788,0.261718,0.647088,0.371178,-0.6305350000000001,0.001721,0.493285,Marcus
0.130292,-0.126364,0.2711909999999999,0.816262,0.261718,0.024215,0.371178,-0.458418,-0.87136,-0.070787,Marcus
0.019197,0.619498,0.032912,-0.18385,0.261718,-1.096956,0.52218,0.489986,0.40708,-1.129384,Ubuntius
0.0562289999999999,0.187683,-0.031104,-0.958476,0.261718,0.439463,0.673182,0.115851,0.001721,0.1535349999999999,Clarius
0.167323,0.2269389999999999,0.2391829999999999,-0.094813,0.17234,0.107265,0.295677,0.506761,-0.0606419999999999,0.049089,Marcus
-0.190648,-0.063555,0.4418979999999999,1.289493,0.261718,-0.889332,0.52218,1.222083,0.594169,-0.933235,Philippus
0.25373,-0.338346,-3.210528,-1.790689,0.351096,0.771662,0.295677,-0.541574,-0.0606419999999999,0.6478550000000001,Marcus
0.117948,-0.189174,0.029355,0.763359,0.887365,-0.557133,-1.32759,0.219296,-0.154186,0.4010869999999999,Coronavirucus
0.278418,0.0699149999999999,0.214288,-2.283942,0.082961,-0.764757,0.220177,-1.152305,-0.091823,-0.6856949999999999,Marcus
0.327793,-2.426761,0.008017,-0.54498,-0.006417,-0.432558,0.484429,0.070477,0.1888099999999999,-0.528713,Marcus
-3.498799,19.470188,0.256965,0.105669,-4.9222150000000005,-1.678304,-0.38383,0.5939939999999999,-2.8669740000000004,-1.237085,Marcus
0.1426359999999999,0.43107,0.032912,-0.486796,0.261718,-1.346105,0.182426,0.079272,0.718895,-1.197881,Ubuntius
0.043885,0.69801,0.0222419999999999,0.912997,0.261718,-0.1418839999999999,0.144676,1.113415,0.126447,-0.089002,Clarius
0.426544,-0.055704,-0.08445,0.139087,0.976743,-0.183409,-0.987837,0.0493529999999999,1.311343,0.585361,Coronavirucus
0.241386,-0.157769,0.338762,-1.203923,0.261718,0.0657399999999999,0.182426,0.385978,-0.029461,0.089956,Marcus
0.019197,0.588093,0.260522,-1.348758,0.082961,0.314889,0.408929,-0.844727,-0.247731,0.171509,Marcus
0.019197,0.619498,0.032912,-0.18385,0.261718,-0.847807,0.220177,-0.069974,-0.247731,-0.760666,Ubuntius
-0.054866,0.580242,0.032912,-0.016668,0.261718,-0.10036,0.408929,0.368989,0.064084,-0.184841,Marcus
0.648733,0.242641,-0.045329,-0.4441569999999999,0.261718,0.14879,0.446679,1.156788,0.469443,0.011019,Marcus
-0.672058,0.0699149999999999,0.395665,1.103662,0.261718,-0.515608,0.144676,1.619632,1.654339,-0.401242,Philippus
0.068573,-0.087108,0.4703489999999999,-0.099617,0.17234,-0.432558,0.52218,0.4658529999999999,-0.0606419999999999,-0.543083,Marcus
-3.498799,0.674456,0.210732,-1.548822,-4.9222150000000005,-1.30458,-11.935457,-3.795305,-2.55516,-6.719324,Marcus
0.562327,-0.29909,0.068476,-0.58926,0.976743,-0.266459,-1.025587,-1.741815,-0.278912,0.48276,Coronavirucus
0.204355,-0.448263,0.349432,0.689659,0.261718,2.141982,0.710932,-1.291883,-0.65309,1.593556,Marcus
0.438888,0.1955339999999999,0.1431599999999999,-0.809435,0.261718,-1.2630549999999998,0.031425,-0.811565,0.064084,-1.050483,Clarius
-0.22768,0.085618,0.2391829999999999,-0.523467,0.261718,-1.346105,-0.270579,0.645329,-0.154186,-0.982456,Philippus
0.2166989999999999,-0.424709,0.306755,-0.0432829999999999,0.261718,-0.598658,0.106925,0.276067,-0.091823,-0.484567,Marcus
0.117948,0.0699149999999999,0.338762,-1.2960040000000002,0.261718,-1.429155,0.220177,0.465833,0.905984,-1.2912370000000002,Paithonius
0.117948,-0.220579,0.367214,0.914608,0.261718,1.35301,1.352689,-0.386503,-0.185368,0.541155,Marcus
0.809204,-0.16562,0.025799,0.7121270000000001,0.887365,0.522513,-0.534832,-0.167342,0.562987,1.054463,Coronavirucus
0.2907619999999999,0.156278,0.136047,1.401386,0.082961,0.771662,-0.232828,0.986884,0.344717,0.981409,Marcus
0.130292,-0.212727,0.3245369999999999,0.386474,0.261718,0.14879,-0.195078,0.255739,-0.0606419999999999,0.3824619999999999,Clarius
0.1426359999999999,0.0699149999999999,0.399221,0.5680390000000001,-1.168333,0.14879,0.333428,0.541806,0.531806,0.08077,Marcus
0.266074,-0.134216,0.214288,-0.229323,0.261718,-0.474083,0.446679,0.132431,-0.341275,-0.546362,Clarius
0.562327,0.046362,0.210732,-1.052078,0.976743,-1.180006,-1.931597,-1.06979,0.251173,0.217705,Coronavirucus
0.31545,-0.236281,0.37077,0.812174,0.261718,0.024215,-0.044076,0.758404,0.064084,0.160346,Marcus
0.364825,-0.149918,0.1716109999999999,0.0427699999999999,0.261718,-0.307984,0.899684,-0.351595,-0.87136,-0.6210439999999999,Clarius
0.229043,-0.354049,0.182281,0.210878,0.261718,0.107265,0.144676,0.253312,-0.372457,0.144759,Marcus
0.2166989999999999,0.124874,-3.210528,-0.8869239999999999,0.261718,0.190314,0.7864329999999999,0.450864,0.032902,-0.141165,Marcus
0.1426359999999999,0.164129,0.200063,-0.249732,0.261718,-1.055431,0.069175,0.200483,0.219991,-0.86956,Marcus
-0.042522,0.540986,0.253409,-0.8363780000000001,0.261718,0.480988,0.408929,0.031666,-0.278912,0.321053,Marcus
0.192011,0.085618,0.278304,-1.347355,0.261718,-0.764757,0.144676,-0.410695,-0.746634,-0.6475890000000001,Clarius
0.661077,-0.09496,0.01513,0.751961,0.976743,-1.346105,-3.554865,-1.1435879999999998,-0.372457,1.99815,Coronavirucus
0.907954,-0.330495,0.132491,1.039033,0.887365,-1.968978,0.295677,-3.73271,-3.61533,-1.80798,Coronavirucus
0.512951,-0.416858,0.125378,0.549719,0.976743,-0.224934,-0.723584,0.353166,1.093072,0.351106,Coronavirucus
0.303106,0.022808,0.146717,-1.815842,0.261718,-0.764757,0.371178,-2.065917,-0.964905,-0.758255,Marcus
0.130292,-0.4639649999999999,0.338762,0.26578,0.261718,1.26996,0.484429,-0.7824800000000001,-0.247731,0.983301,Marcus
0.599358,0.7529680000000001,0.008017,-1.737905,-0.095795,-1.346105,0.55993,-0.820224,-0.185368,-1.363712,Clarius
0.043885,-0.079257,0.061363,0.5650850000000001,0.261718,1.145386,0.408929,-0.197785,-0.216549,0.914816,Marcus
-0.462213,0.352558,0.150273,0.5604899999999999,0.261718,-0.8062819999999999,0.371178,0.8530540000000001,0.905984,-0.8020390000000001,Philippus
-0.22768,0.289748,-0.006209,0.395814,0.261718,0.356414,0.824183,0.8629950000000001,0.594169,0.010923,Marcus
0.192011,0.148427,0.19295,-1.29308,0.261718,-1.138481,-0.270579,-0.385979,1.155435,-0.786054,Paithonius
0.031541,0.117022,-0.176916,-0.620739,-1.168333,-1.055431,0.333428,-1.840465,0.001721,-1.000563,Marcus
-0.042522,0.540986,0.253409,-0.8363780000000001,0.261718,-0.224934,0.106925,1.284192,0.781258,-0.138043,Marcus
1.019049,0.030659,0.335206,-2.318136,-4.654081,-1.38763,-0.006326,-2.692005,-2.2121630000000003,-1.145406,Marcus
0.229043,-0.22843,0.3245369999999999,-0.8691409999999999,0.261718,-1.180006,-0.195078,-0.256692,-0.154186,-0.868511,Clarius
-0.38815,0.321153,0.107596,0.886232,0.351096,1.394535,-0.308329,-0.31323,-0.466001,1.620006,Clarius
0.266074,0.415367,0.089814,-0.68501,0.261718,-0.349509,0.069175,0.174505,0.095265,-0.235183,Ubuntius
0.068573,0.0699149999999999,-0.002652,-1.1498270000000002,-1.257711,0.937762,0.673182,1.102639,-0.278912,0.575658,Clarius
-0.252367,-0.008597,-2.044028,0.342613,0.351096,-2.301176,-2.724356,0.272689,-0.216549,-2.131298,Mongucus
-0.128929,0.022808,0.19295,0.837775,0.261718,1.26996,0.257927,-0.0897,0.001721,1.118524,Marcus
0.080916,0.2033849999999999,0.310311,0.2695099999999999,0.261718,-0.224934,0.408929,-0.000175,-0.0606419999999999,-0.255616,Paithonius
-0.314087,-0.040001,0.303198,1.37665,0.17234,0.107265,0.144676,0.17402,0.781258,0.145362,Mongucus
0.031541,0.1955339999999999,0.246296,0.627208,0.261718,-1.138481,-0.308329,1.171719,1.061891,-0.7690319999999999,Paithonius
0.117948,-0.220579,-3.210528,-1.623238,0.261718,0.231839,0.182426,-0.474455,-0.403638,0.2275889999999999,Marcus
0.624046,-0.071406,0.221401,-0.586246,0.887365,-0.1418839999999999,-0.912336,0.168816,1.03071,0.554718,Coronavirucus
0.068573,-0.087108,0.4703489999999999,-0.099617,0.17234,-0.183409,0.6354310000000001,0.97374,0.8748020000000001,-0.388271,Marcus
-0.190648,-0.063555,0.4418979999999999,1.289493,0.261718,0.8962370000000001,0.333428,-0.1585079999999999,-0.310094,0.7389439999999999,Philippus
0.09326,-0.1028109999999999,0.01513,-1.203774,0.082961,-0.432558,0.52218,-1.040589,0.064084,-0.54465,Marcus
0.068573,0.148427,0.111153,0.179577,0.261718,-0.598658,-0.119577,-0.087234,-0.8089970000000001,-0.359568,Marcus
-0.22768,0.085618,0.2391829999999999,-0.523467,0.261718,-0.847807,0.257927,-0.384387,-1.120812,-0.779339,Philippus
0.09326,0.329004,0.2711909999999999,-0.8135220000000001,0.17234,2.100457,0.975185,-0.5791430000000001,-0.029461,1.398432,Marcus
-0.116585,-0.212727,-0.027547,-0.927921,0.351096,0.813187,0.6354310000000001,-1.47763,-0.1230049999999999,0.515587,Philippus
-0.116585,0.2818969999999999,0.175168,-0.15249,0.261718,-0.972381,0.52218,0.442166,0.718895,-1.013101,Philippus
0.080916,0.10132,0.10404,0.14049,0.261718,0.231839,0.52218,0.132412,-0.310094,0.043363,Marcus
-3.498799,0.329004,0.139604,0.982191,-4.9222150000000005,-0.557133,0.220177,0.987525,-2.648704,-0.4983939999999999,Marcus
0.2907619999999999,-0.189174,0.079145,-0.085921,0.976743,-1.096956,-1.440842,0.349224,1.529613,-0.0713169999999999,Coronavirucus
-0.091897,0.2976,0.079145,0.196496,0.261718,-0.723232,0.144676,0.599877,0.500624,-0.613991,Clarius
-0.32643,-0.157769,0.424116,1.924954,0.17234,0.730137,0.333428,1.030064,2.028517,0.598526,Mongucus
0.438888,-0.047852,0.388552,0.873551,-1.078955,0.314889,-0.006326,0.7277859999999999,0.469443,0.406403,Marcus
-0.22768,0.446772,0.534365,0.177429,0.17234,-0.764757,0.484429,1.194124,0.687713,-0.8010390000000001,Philippus
-0.116585,-0.0164479999999999,0.288973,0.483747,0.17234,-0.1418839999999999,-0.119577,-0.1572849999999999,-0.0606419999999999,0.070306,Clarius
0.2907619999999999,0.156278,0.136047,1.401386,0.082961,0.771662,-0.232828,0.926619,0.1888099999999999,0.985062,Marcus
0.648733,-0.197025,0.029355,0.335213,-0.185173,-1.5952540000000002,-1.28984,-0.886178,-0.372457,-0.688395,Coronavirucus
0.266074,0.2112369999999999,0.1147089999999999,0.937882,0.261718,0.480988,0.257927,-0.560193,-1.49499,0.417494,Marcus
-0.277055,0.038511,0.42056,3.987152,0.17234,1.643684,0.6354310000000001,1.802545,1.966154,1.229745,Mongucus
-0.202992,0.2033849999999999,0.33165,-1.115215,0.082961,1.809783,0.484429,-0.970267,-0.590727,1.455947,Esequlius
0.2166989999999999,-0.2912389999999999,0.349432,0.5071100000000001,0.261718,0.522513,0.182426,-0.051898,-0.185368,0.4929949999999999,Marcus
-0.128929,-0.511072,0.342319,0.170775,0.261718,1.519109,0.031425,-0.529148,-0.466001,1.50154,Clarius
-0.8819040000000001,-1.947839,0.2178449999999999,2.046336,0.17234,1.809783,1.012935,0.671578,0.812439,1.137439,Mongucus
0.006853,-0.181323,0.388552,0.301377,-0.095795,0.813187,0.484429,0.414246,0.500624,0.600817,Marcus
0.25373,0.336855,0.086258,-0.979571,0.261718,-0.224934,0.899684,-0.204484,0.313536,-0.54993,Ubuntius
0.401857,-0.220579,-3.210528,-1.1855129999999998,-1.168333,-0.391033,-2.648855,0.0405,-0.029461,-2.087948,Marcus
0.031541,0.140576,0.399221,-0.817372,0.261718,-0.723232,0.6354310000000001,0.493597,-0.0606419999999999,-0.8541049999999999,Paithonius
0.1056039999999999,-0.189174,0.164499,-0.683757,0.261718,-0.432558,0.144676,0.673636,0.687713,-0.342775,Marcus
-3.498799,-0.2912389999999999,0.37077,-0.2812119999999999,-4.9222150000000005,-0.557133,-0.119577,-0.4629609999999999,-0.933723,-0.324656,Clarius
-0.116585,0.423218,0.086258,1.919136,0.261718,-0.307984,0.446679,2.011241,1.342524,-0.3844619999999999,Ubuntius
0.488263,-0.259834,0.050694,-0.755517,0.976743,0.480988,-0.912336,-1.015329,0.438262,1.187841,Coronavirucus
-0.116585,-0.0164479999999999,0.288973,0.483747,0.17234,0.854712,0.295677,-0.381669,0.001721,0.7297819999999999,Clarius
0.377169,0.014957,0.381439,0.292753,0.261718,0.0657399999999999,0.446679,-0.392969,0.157628,-0.070462,Paithonius
0.4142,-0.471816,0.2391829999999999,1.018385,0.887365,-0.6401819999999999,-1.138838,0.328314,1.373706,0.192654,Coronavirucus
0.0562289999999999,0.187683,-0.031104,-0.958476,0.261718,0.356414,0.371178,-0.990789,-0.5283640000000001,0.2374869999999999,Clarius
-0.375806,-0.275537,0.449011,0.55685,0.17234,1.0623360000000002,0.295677,-0.027862,-0.65309,0.8889459999999999,Esequlius
3.722352,0.336855,0.175168,-2.701227,0.261718,0.647088,0.371178,1.71405,-0.185368,0.476793,Clarius
0.117948,-0.008597,0.623275,-0.855684,0.17234,-0.307984,0.295677,-0.045724,-1.183175,-0.318291,Marcus
0.15498,-0.189174,0.246296,-1.223587,0.082961,1.0623360000000002,0.673182,-2.105078,-2.399252,0.675365,Marcus
0.192011,0.509582,0.079145,1.072093,0.261718,0.480988,0.484429,0.480492,0.032902,0.276304,Marcus
-0.06721,-0.43256,-3.210528,-0.875108,0.17234,-0.224934,0.295677,0.508741,0.812439,-0.225455,Marcus
-0.363462,0.23479,0.000904,0.759778,0.261718,1.851308,0.55993,1.530031,0.937165,1.449136,Ubuntius
-0.042522,-0.29909,0.182281,1.151314,0.261718,-0.349509,0.220177,1.080525,0.375899,-0.31758,Marcus
0.167323,-0.322644,0.306755,-0.5435479999999999,0.261718,-0.557133,-0.044076,0.650726,0.313536,-0.370285,Clarius
-0.412837,-0.346197,0.6019359999999999,2.211191,0.440474,0.14879,-1.2143389999999998,0.5251279999999999,2.30915,1.035307,Mongucus
-3.498799,-0.149918,0.029355,-5.440122,-2.777139,-2.093552,-11.935457,-1.745135,-2.492797,-6.719324,Coronavirucus
0.241386,0.23479,0.121822,1.037988,0.261718,-0.349509,0.144676,0.291405,-0.497183,-0.274338,Marcus
0.229043,-0.0164479999999999,0.317424,-0.526838,0.261718,-0.474083,0.673182,0.08067,0.251173,-0.652037,Clarius
0.179667,-0.173471,0.121822,-1.139205,0.17234,-0.391033,-2.988609,0.014503,0.001721,-1.834766,Marcus
0.080916,0.014957,0.064919,0.346104,0.17234,0.190314,0.52218,0.6928380000000001,0.001721,0.007029,Marcus
-0.141273,0.7294149999999999,0.079145,0.1517089999999999,0.261718,-0.764757,0.295677,0.333536,-0.154186,-0.7271529999999999,Clarius
0.117948,0.124874,0.128935,0.3837,0.17234,0.314889,0.144676,-0.045084,-0.559546,0.329986,Marcus
-0.054866,-0.024299,0.079145,0.136282,0.261718,0.273364,0.144676,-0.189612,-0.1230049999999999,0.2812949999999999,Clarius
