Item_Weight,Item_Fat_Content,Item_Visibility,Item_Type,Item_MRP,Outlet_Identifier,Outlet_Size,Outlet_Location_Type,Outlet_Type,Item_Outlet_Sales,Outlet_Age
17.6,1,0.041373331,13,38.119,6,2,1,1,732.38,15
12.6,0,0.04403602,7,173.308,5,1,2,3,6751.212,34
10.1,0,0.027041859,10,77.567,1,0,2,1,306.268,32
12.6,1,0.056782237,6,241.2512,5,1,2,3,8239.9408,34
17.6,1,0.03922186,13,97.241,8,2,0,1,193.082,22
8.645,0,0.021581922,3,53.3982,6,2,1,1,1209.7586,15
19.5,0,0.128206001,1,155.9314,8,2,0,1,3878.285,22
7.68,0,0.071301323,6,190.8162,2,1,1,1,2693.8268,12
15.7,0,0.030765898,7,43.277,7,1,1,1,649.155,17
5.405,1,0.053730029,3,199.0742,7,1,1,1,4777.7808,17
20.85,1,0.062350672,0,86.9514,7,1,1,1,1416.8224,17
7.39,0,0.068163102,8,140.4812,2,1,1,1,2422.1804,12
6.465,0,0.0,3,263.1884,3,1,2,2,2914.8724,10
18.25,0,0.015309885,13,197.6084,7,1,1,1,2380.9008,17
12.6,1,0.106538757,4,222.3772,5,1,2,3,1556.6404,34
12.6,0,0.061999648,0,230.001,4,2,0,0,689.103,34
10.195,0,0.051618281,1,31.9558,1,0,2,1,373.5138,32
15.1,0,0.076505799,0,91.583,2,1,1,1,539.298,12
13.65,1,0.013091186,6,114.8834,3,1,2,2,1612.5676,10
12.6,0,0.022074764,13,141.418,4,2,0,0,559.272,34
12.6,0,0.079146113,5,181.466,4,2,0,0,179.766,34
5.985,0,0.096337184,5,125.2678,2,1,1,1,763.0068,12
9.5,0,0.142425145,7,189.9872,0,1,2,0,756.3488,21
11.15,0,0.0,4,44.7744,7,1,1,1,181.0976,17
12.6,0,0.041663111,8,188.6214,5,1,2,3,6029.4848,34
18.0,0,0.019386234,8,126.8994,8,2,0,1,3083.9856,22
12.6,0,0.135226962,8,56.293,4,2,0,0,113.186,34
16.2,0,0.0,14,73.4696,1,0,2,1,2087.9488,32
13.15,0,0.036729122,5,179.7976,9,1,0,1,2535.3664,20
20.6,0,0.045380404,8,148.4392,1,0,2,1,1789.6704,32
11.395,1,0.069587171,10,234.6616,8,2,0,1,4687.232,22
6.78,1,0.08573655,6,229.5694,1,0,2,1,3425.541,32
8.84,1,0.076681143,5,110.7228,9,1,0,1,1657.842,20
16.7,0,0.102055777,3,184.0292,8,2,0,1,3101.2964,22
13.3,1,0.071856726,6,63.2536,2,1,1,1,1347.5792,12
12.6,1,0.063054947,5,102.399,2,1,1,1,2270.378,12
7.6,1,0.142383847,15,172.3448,6,2,1,1,2556.672,15
12.6,1,0.03150851,0,170.5764,1,0,2,1,3779.0808,32
6.67,1,0.123620492,13,90.0514,9,1,0,1,1505.3738,20
10.695,0,0.06375108,9,36.7848,6,2,1,1,782.9808,15
12.6,0,0.04461205,4,241.1538,4,2,0,0,480.7076,34
16.6,0,0.122204371,6,173.5738,6,2,1,1,1911.5118,15
10.0,1,0.037764307,13,127.2994,8,2,0,1,642.497,22
19.1,0,0.092437711,11,185.2608,2,1,1,1,1470.0864,12
17.6,0,0.137807013,8,161.792,0,1,2,0,159.792,21
19.5,1,0.077292302,14,235.3958,9,1,0,1,6309.7866,20
10.1,1,0.045763062,13,38.4848,9,1,0,1,633.8416,20
8.6,0,0.090558833,9,112.6176,3,1,2,2,3091.9752,10
19.7,0,0.041703666,5,109.1912,1,0,2,1,1637.868,32
15.35,0,0.014098693,5,37.219,2,1,1,1,805.618,12
5.26,1,0.042008667,0,162.6868,2,1,1,1,3767.0964,12
9.8,0,0.106933748,6,175.337,7,1,1,1,529.311,17
16.5,0,0.012663476,8,39.3506,7,1,1,1,645.1602,17
10.5,0,0.041387618,6,40.1164,6,2,1,1,849.5608,15
13.1,0,0.012148836,11,191.353,3,1,2,2,1328.271,10
12.6,1,0.005935001,13,98.8358,5,1,2,3,2010.716,34
9.3,1,0.014047825,13,196.5084,7,1,1,1,4364.9848,17
14.3,0,0.026375082,5,79.6302,7,1,1,1,792.302,17
12.6,0,0.0,6,55.7298,5,1,2,3,2804.3496,34
10.8,0,0.052174319,14,240.3564,7,1,1,1,4290.4152,17
12.6,1,0.0,0,38.1848,4,2,0,0,37.2848,34
12.85,0,0.137786856,13,157.763,3,1,2,2,2659.871,10
6.78,0,0.066608487,6,184.624,6,2,1,1,5406.296,15
9.195,1,0.064002068,5,85.5566,6,2,1,1,930.1226,15
7.905,0,0.06406438,7,229.2694,8,2,0,1,1826.9552,22
17.6,0,0.049345425,13,115.4176,2,1,1,1,1145.176,12
15.7,1,0.11521312,3,112.0202,2,1,1,1,3150.5656,12
12.6,1,0.0,5,83.7566,4,2,0,0,253.6698,34
19.2,0,0.099991245,5,112.7886,1,0,2,1,1779.0176,32
7.405,0,0.015334003,3,92.7146,3,1,2,2,1185.7898,10
19.5,1,0.129170642,14,233.9958,0,1,2,0,467.3916,21
9.195,1,0.051908824,0,78.1644,2,1,1,1,1414.1592,12
11.65,0,0.131770922,0,151.1024,7,1,1,1,1518.024,17
21.1,0,0.028984804,9,146.1786,1,0,2,1,3034.0506,32
8.695,0,0.120211747,9,93.2094,2,1,1,1,666.4658,12
7.27,1,0.02076385,3,89.0488,1,0,2,1,181.0976,32
8.85,0,0.016006626,9,105.6964,1,0,2,1,210.3928,32
18.6,0,0.015766712,13,152.9366,6,2,1,1,1662.5026,15
12.6,0,0.024536199,9,144.6102,5,1,2,3,3791.0652,34
9.1,1,0.008046878,5,78.7618,9,1,0,1,402.809,20
7.975,0,0.014653896,0,82.425,9,1,0,1,749.025,20
10.0,0,0.073794811,8,121.444,2,1,1,1,2516.724,12
6.865,0,0.056830682,13,214.0218,8,2,0,1,5556.7668,22
16.7,1,0.054618573,15,65.5168,6,2,1,1,1022.6688,15
7.285,0,0.052141447,9,174.9054,0,1,2,0,525.3162,21
8.43,0,0.017360867,14,196.2768,7,1,1,1,1576.6144,17
20.2,1,0.196438668,0,194.611,0,1,2,0,392.822,21
8.75,1,0.074743226,6,187.6556,9,1,0,1,5257.1568,20
12.6,0,0.127792701,6,111.1886,5,1,2,3,4447.544,34
12.6,0,0.024358634,8,190.4214,5,1,2,3,5652.642,34
9.695,0,0.070431235,7,177.5344,6,2,1,1,3033.3848,15
7.75,1,0.082930699,5,35.2558,8,2,0,1,780.9834,22
19.75,0,0.041330512,6,115.8466,1,0,2,1,2474.7786,32
9.8,1,0.235354055,0,50.8008,0,1,2,0,101.2016,21
11.8,1,0.057746382,10,152.4366,2,1,1,1,3929.5516,12
9.8,1,0.045337184,0,36.8874,9,1,0,1,564.5984,20
7.42,0,0.020374875,13,248.0092,1,0,2,1,1245.046,32
20.75,0,0.035568147,14,151.8024,0,1,2,0,151.8024,21
12.6,1,0.062797771,5,103.999,9,1,0,1,825.592,20
19.75,1,0.018096488,5,179.566,3,1,2,2,2696.49,10
10.895,1,0.009613854,4,122.973,1,0,2,1,1231.73,32
16.6,0,0.026645307,5,53.5614,3,1,2,2,939.4438,10
6.765,1,0.087753682,5,105.3306,2,1,1,1,2090.612,12
13.1,0,0.037657459,6,175.8054,7,1,1,1,2801.6864,17
12.6,0,0.041091215,9,89.5514,5,1,2,3,3364.9532,34
6.155,1,0.095195306,10,213.956,2,1,1,1,2343.616,12
10.65,0,0.048686689,11,164.1526,8,2,0,1,1808.9786,22
12.6,0,0.117091213,13,197.9084,4,2,0,0,992.042,34
20.25,1,0.022940826,0,241.8538,8,2,0,1,5768.4912,22
20.5,0,0.119339241,0,106.0596,6,2,1,1,970.7364,15
11.8,1,0.014075334,5,176.8344,1,0,2,1,3568.688,32
15.0,0,0.046336634,1,120.0414,1,0,2,1,3533.4006,32
13.15,0,0.036641589,5,180.7976,1,0,2,1,6157.3184,32
15.5,1,0.101176316,6,198.9768,3,1,2,2,4729.8432,10
12.6,0,0.035737373,6,260.6278,5,1,2,3,9371.8008,34
11.6,1,0.079376029,5,81.7276,2,1,1,1,1949.4624,12
14.35,1,0.091054989,5,231.8984,9,1,0,1,4633.968,20
13.15,0,0.043852434,13,182.695,7,1,1,1,4211.185,17
10.895,1,0.009620042,4,121.673,6,2,1,1,1970.768,15
10.1,0,0.054939848,8,199.5084,2,1,1,1,3372.9428,12
18.7,0,0.014675574,14,50.8324,2,1,1,1,934.7832,12
12.15,0,0.14526636,8,224.0404,9,1,0,1,3375.606,20
10.195,1,0.146662938,5,138.6838,8,2,0,1,2388.2246,22
8.575,1,0.071786706,4,193.3794,1,0,2,1,780.3176,32
16.5,1,0.133424184,6,102.2332,0,1,2,0,102.5332,21
9.065,0,0.115799592,5,95.3094,3,1,2,2,1713.7692,10
16.6,0,0.027579198,9,178.7344,8,2,0,1,1605.9096,22
11.6,1,0.241055611,4,238.5222,0,1,2,0,717.0666,21
19.5,0,0.014332439,9,57.1614,3,1,2,2,1381.535,10
16.6,0,0.027133398,8,106.2596,0,1,2,0,215.7192,21
11.85,0,0.132876847,4,98.0726,9,1,0,1,1076.5986,20
12.85,0,0.03315162,13,170.6422,1,0,2,1,2931.5174,32
9.0,0,0.019536981,9,170.0474,9,1,0,1,4211.185,20
5.655,0,0.085258864,6,165.85,6,2,1,1,1830.95,15
8.93,0,0.013179388,9,55.1614,8,2,0,1,939.4438,22
15.2,0,0.033592687,9,108.1912,6,2,1,1,1856.2504,15
7.655,0,0.05346916,3,114.1492,0,1,2,0,115.8492,21
12.6,0,0.126831854,3,209.027,5,1,2,3,4613.994,34
15.5,0,0.103603094,13,143.547,9,1,0,1,1431.47,20
18.7,0,0.104840884,5,122.1072,9,1,0,1,490.0288,20
9.5,0,0.042056944,14,31.89,3,1,2,2,366.19,10
13.65,0,0.040049609,5,34.4558,2,1,1,1,611.2044,12
19.5,1,0.03075661,3,86.254,7,1,1,1,2163.85,17
8.71,0,0.0,3,46.5376,1,0,2,1,575.2512,32
12.6,1,0.03941584,4,247.8092,4,2,0,0,498.0184,34
19.6,0,0.024363939,4,46.3718,2,1,1,1,661.8052,12
12.6,1,0.131443921,6,189.1872,5,1,2,3,5294.4416,34
11.8,0,0.058725131,8,82.3618,6,2,1,1,1208.427,15
6.715,1,0.122274118,0,40.3454,2,1,1,1,838.908,12
19.1,0,0.067239404,9,39.6796,1,0,2,1,660.4736,32
20.7,0,0.021464454,0,156.6288,9,1,0,1,3928.22,20
10.195,0,0.112681821,7,113.986,3,1,2,2,452.744,10
20.2,1,0.039469737,2,155.163,2,1,1,1,782.315,12
10.8,0,0.061101383,14,151.9024,8,2,0,1,2580.6408,22
19.75,0,0.014359584,9,100.8332,3,1,2,2,1537.998,10
19.35,0,0.016637301,5,120.9098,9,1,0,1,1687.1372,20
7.405,0,0.159843921,4,206.6296,3,1,2,2,3115.944,10
15.25,0,0.061308889,9,128.8968,7,1,1,1,2348.9424,17
12.6,0,0.055566935,9,263.591,4,2,0,0,262.991,34
8.895,0,0.026397141,5,207.8954,7,1,1,1,3542.7218,17
18.75,0,0.034307348,9,215.2218,8,2,0,1,4701.8796,22
20.1,0,0.074627201,4,110.3228,8,2,0,1,1768.3648,22
12.35,0,0.041973712,8,35.7216,2,1,1,1,519.324,12
16.85,1,0.080015028,13,111.8544,3,1,2,2,1677.816,10
18.25,0,0.10084386,15,166.3526,0,1,2,0,164.4526,21
17.0,0,0.055519561,4,219.8114,9,1,0,1,1108.557,20
12.6,1,0.012203915,13,133.2284,5,1,2,3,4350.3372,34
14.3,0,0.130946374,0,76.7328,3,1,2,2,1312.9576,10
17.6,1,0.041381156,13,35.019,8,2,0,1,659.142,22
12.6,1,0.04586701,5,37.9506,5,1,2,3,910.8144,34
20.25,0,0.036474041,4,218.3482,3,1,2,2,2409.5302,10
18.0,0,0.039231652,13,145.1418,2,1,1,1,2648.5524,12
16.35,0,0.013393537,11,106.028,7,1,1,1,1065.28,17
14.0,1,0.031444357,3,53.764,2,1,1,1,798.96,12
5.78,0,0.014555066,14,145.2102,8,2,0,1,3062.0142,22
21.0,0,0.082526478,13,191.8478,0,1,2,0,774.9912,21
13.65,1,0.080765853,5,262.8936,9,1,0,1,4958.8784,20
12.3,1,0.17797002,6,173.1396,0,1,2,0,697.7584,21
12.35,1,0.03382933,10,196.9426,7,1,1,1,2768.3964,17
11.8,0,0.11397026,14,185.1924,2,1,1,1,2591.2936,12
19.7,0,0.038729457,7,127.3362,6,2,1,1,755.0172,15
10.1,0,0.032075379,3,50.9008,1,0,2,1,354.2056,32
12.6,0,0.196490902,3,120.544,4,2,0,0,479.376,34
17.85,0,0.146305498,1,94.1436,1,0,2,1,1607.2412,32
20.7,0,0.026877471,9,74.6354,1,0,2,1,1053.2956,32
8.89,0,0.005474515,5,99.7016,8,2,0,1,1922.8304,22
14.5,0,0.064048405,3,153.4682,6,2,1,1,1677.1502,15
9.0,0,0.032203667,9,100.8016,2,1,1,1,1113.2176,12
13.35,0,0.017857847,4,77.5012,3,1,2,2,1518.024,10
6.675,0,0.041921462,13,92.3462,8,2,0,1,2406.2012,22
10.3,1,0.024875871,0,173.0422,1,0,2,1,2069.3064,32
12.6,1,0.028139761,3,173.7422,5,1,2,3,3621.2862,34
17.1,1,0.073997843,6,207.0638,1,0,2,1,4969.5312,32
14.15,0,0.020798905,6,123.6046,3,1,2,2,1245.046,10
10.8,0,0.052363244,14,236.5564,2,1,1,1,5243.8408,12
8.5,0,0.098283459,3,51.3324,3,1,2,2,934.7832,10
6.215,0,0.012138795,6,39.2848,1,0,2,1,521.9872,32
17.5,0,0.0,13,253.0356,6,2,1,1,4578.0408,15
20.7,0,0.042923652,4,178.3028,7,1,1,1,1062.6168,17
8.975,1,0.009058845,3,103.399,8,2,0,1,2579.975,22
20.5,1,0.032136417,5,83.9592,0,1,2,0,165.1184,21
13.65,0,0.065898197,5,46.1402,3,1,2,2,459.402,10
13.1,0,0.075731322,4,167.5158,7,1,1,1,1504.0422,17
4.615,1,0.101812521,3,232.23,6,2,1,1,5126.66,15
12.3,1,0.106327251,6,172.8396,8,2,0,1,2616.594,22
12.6,0,0.080933328,11,37.519,5,1,2,3,842.237,34
19.2,0,0.100055601,5,112.4886,6,2,1,1,1223.0746,15
20.1,1,0.054540159,5,152.1366,9,1,0,1,755.683,20
11.5,1,0.037723476,13,109.5254,3,1,2,2,1953.4572,10
9.3,0,0.14897741,3,143.0786,0,1,2,0,288.9572,21
15.2,1,0.104201019,6,176.5054,3,1,2,2,2976.7918,10
12.65,1,0.076198809,5,191.3846,7,1,1,1,2675.1844,17
11.1,0,0.010639596,3,84.1908,6,2,1,1,755.0172,15
12.6,0,0.025039776,9,102.7332,4,2,0,0,410.1328,34
12.6,0,0.086326707,13,192.6478,4,2,0,0,387.4956,34
19.2,0,0.041220035,9,131.231,6,2,1,1,3635.268,15
19.75,0,0.01247354,6,187.5872,7,1,1,1,1323.6104,17
6.135,0,0.079132212,14,112.686,7,1,1,1,2942.836,17
12.5,0,0.020693809,1,199.1742,6,2,1,1,4379.6324,15
7.235,0,0.10016525,13,193.9452,7,1,1,1,2936.178,17
15.85,0,0.057302606,13,53.3956,6,2,1,1,600.5516,15
9.895,1,0.048761046,5,260.5278,7,1,1,1,8851.1452,17
20.75,0,0.0,14,153.0024,6,2,1,1,2428.8384,15
10.8,0,0.052149675,14,239.9564,9,1,0,1,3813.7024,20
8.76,0,0.050130529,8,128.3336,9,1,0,1,2556.672,20
16.1,1,0.024987903,6,97.341,9,1,0,1,1255.033,20
7.1,0,0.109990885,6,172.908,6,2,1,1,2769.728,15
19.35,1,0.049736267,6,76.8644,7,1,1,1,1571.288,17
16.7,1,0.117026714,0,189.2214,0,1,2,0,188.4214,21
9.5,1,0.035121963,6,168.6448,1,0,2,1,1022.6688,32
8.43,0,0.017311312,14,197.8768,1,0,2,1,3744.4592,32
14.15,0,0.008811818,9,196.511,7,1,1,1,2749.754,17
5.44,0,0.025583714,4,239.1538,3,1,2,2,480.7076,10
7.35,1,0.014353174,6,242.6512,1,0,2,1,969.4048,32
12.6,1,0.054220618,1,129.131,5,1,2,3,4933.578,34
20.1,1,0.054410179,5,151.3366,1,0,2,1,2720.4588,32
12.0,0,0.033974436,3,181.8976,8,2,0,1,4527.44,22
21.25,0,0.009996872,10,185.5608,6,2,1,1,3123.9336,15
8.3,1,0.030212499,0,98.0384,7,1,1,1,2857.6136,17
10.1,0,0.027217468,10,76.067,2,1,1,1,1454.773,12
14.15,0,0.038123176,15,123.5046,2,1,1,1,1992.0736,12
9.0,0,0.079506434,3,78.3644,7,1,1,1,1728.4168,17
12.15,0,0.021811987,1,163.6184,3,1,2,2,2311.6576,10
12.6,0,0.082150145,4,192.9504,5,1,2,3,7478.2656,34
12.6,0,0.036012919,13,148.0734,4,2,0,0,593.8936,34
20.0,1,0.028167478,6,45.5744,9,1,0,1,452.744,20
6.71,1,0.029560451,0,65.8142,8,2,0,1,856.8846,22
12.6,0,0.039631495,5,31.9558,5,1,2,3,984.7182,34
7.365,0,0.04280099,6,228.372,2,1,1,1,2037.348,12
7.935,0,0.017141985,4,50.035,1,0,2,1,149.805,32
12.6,0,0.056394771,12,51.3982,2,1,1,1,473.3838,12
17.6,0,0.056379439,5,42.7454,9,1,0,1,293.6178,20
19.0,0,0.129534812,9,190.1872,9,1,0,1,5105.3544,20
7.5,0,0.036439878,8,175.3028,2,1,1,1,3010.7476,12
13.35,0,0.0,4,77.6012,8,2,0,1,986.7156,22
8.6,0,0.090191431,9,112.9176,8,2,0,1,458.0704,22
12.6,0,0.30374337,13,196.011,4,2,0,0,589.233,34
10.5,1,0.022590318,13,140.6154,0,1,2,0,283.6308,21
9.0,0,0.082011521,5,213.3534,8,2,0,1,1935.4806,22
4.61,0,0.122843005,7,172.4396,9,1,0,1,1569.9564,20
10.895,1,0.05432142,5,146.2102,0,1,2,0,437.4306,21
17.6,0,0.049144165,13,112.7176,9,1,0,1,1717.764,20
11.65,0,0.040577878,6,188.224,9,1,0,1,1304.968,20
19.1,0,0.067400032,9,41.9796,9,1,0,1,784.3124,20
17.2,1,0.012036432,3,165.7184,7,1,1,1,1816.3024,17
16.5,0,0.073977473,3,206.8638,7,1,1,1,2070.638,17
15.6,0,0.143396175,2,128.0994,7,1,1,1,2184.4898,17
9.0,0,0.03201648,9,99.6016,6,2,1,1,1922.8304,15
15.0,0,0.058346234,13,44.0744,1,0,2,1,633.8416,32
12.6,0,0.14571827,1,94.3436,5,1,2,3,2269.0464,34
12.6,0,0.055806016,12,52.4982,5,1,2,3,1209.7586,34
6.195,0,0.072097449,13,119.3098,9,1,0,1,1205.098,20
20.2,1,0.117543713,0,197.311,9,1,0,1,3338.987,20
20.7,0,0.048718334,6,38.7506,1,0,2,1,227.7036,32
20.25,0,0.0591756,9,245.046,3,1,2,2,4680.574,10
7.655,0,0.031918284,3,117.7492,1,0,2,1,695.0952,32
12.6,1,0.095587976,6,193.982,4,2,0,0,579.246,34
5.92,1,0.019308607,14,49.0692,2,1,1,1,1478.076,12
18.75,0,0.023974769,4,99.0042,2,1,1,1,694.4294,12
9.395,1,0.100602552,0,88.3856,7,1,1,1,703.0848,17
13.35,0,0.091189915,13,149.3708,6,2,1,1,4514.124,15
12.6,1,0.077480627,10,101.399,4,2,0,0,206.398,34
19.2,0,0.129731747,9,196.211,0,1,2,0,589.233,21
19.0,1,0.103363904,6,226.172,1,0,2,1,3169.208,32
14.15,0,0.020714523,6,124.2046,8,2,0,1,2490.092,22
20.85,1,0.062212713,0,88.1514,6,2,1,1,1151.1682,15
8.63,0,0.031271134,13,186.0582,2,1,1,1,3900.9222,12
16.7,0,0.026729068,9,248.4776,3,1,2,2,6439.6176,10
7.895,1,0.094567181,2,104.5332,8,2,0,1,1845.5976,22
7.72,0,0.05193741,6,77.9986,1,0,2,1,934.7832,32
5.615,0,0.126480422,8,121.573,2,1,1,1,3202.498,12
7.05,1,0.055644887,1,224.9088,9,1,0,1,2684.5056,20
14.35,0,0.028519419,8,109.2228,0,1,2,0,221.0456,21
8.52,0,0.027101431,14,151.7682,9,1,0,1,2439.4912,20
7.645,1,0.067083367,13,44.0112,2,1,1,1,596.5568,12
12.1,0,0.020652362,13,149.5734,3,1,2,2,2227.101,10
14.8,0,0.081042136,10,192.4846,8,2,0,1,5159.2842,22
20.75,0,0.021336565,14,153.6024,3,1,2,2,1366.2216,10
10.8,0,0.029001987,13,238.6222,7,1,1,1,8604.7992,17
18.35,0,0.069745165,7,190.2872,0,1,2,0,378.1744,21
13.5,1,0.068148886,4,58.6562,3,1,2,2,711.0744,10
20.5,0,0.144094079,9,34.819,2,1,1,1,1061.951,12
12.35,1,0.186616421,0,78.6328,3,1,2,2,1004.0264,10
8.895,0,0.105323859,4,39.1138,7,1,1,1,609.207,17
16.7,0,0.022110425,4,110.8886,7,1,1,1,3558.0352,17
16.2,0,0.019374768,14,155.8972,6,2,1,1,2025.3636,15
7.26,0,0.014482278,10,118.115,3,1,2,2,1864.24,10
6.65,0,0.087805788,6,126.7678,9,1,0,1,1907.517,20
13.35,0,0.048027043,1,218.9166,8,2,0,1,5660.6316,22
17.35,0,0.055908268,0,99.8016,6,2,1,1,607.2096,15
12.6,0,0.048522793,6,39.6506,5,1,2,3,1024.6662,34
5.46,1,0.032359413,3,187.424,2,1,1,1,3169.208,12
18.25,0,0.088807455,5,197.3452,6,2,1,1,2740.4328,15
8.185,0,0.046556408,6,47.7692,9,1,0,1,640.4996,20
7.5,0,0.050750977,3,122.2072,8,2,0,1,1960.1152,22
12.65,0,0.035404052,0,230.601,6,2,1,1,2067.309,15
14.3,0,0.130390458,0,77.2328,6,2,1,1,231.6984,15
17.85,0,0.074422769,13,128.002,0,1,2,0,253.004,21
6.425,0,0.105742544,2,130.5626,0,1,2,0,131.1626,21
6.825,1,0.046729336,3,153.4998,7,1,1,1,2153.1972,17
12.6,0,0.073470234,3,205.3638,5,1,2,3,5383.6588,34
20.25,0,0.058886477,9,245.546,1,0,2,1,1724.422,32
19.2,0,0.18293775,11,243.0196,9,1,0,1,3615.294,20
17.7,0,0.020993364,9,166.8474,0,1,2,0,168.4474,21
9.695,1,0.029223424,3,175.437,7,1,1,1,2999.429,17
12.6,0,0.068489201,3,259.3278,5,1,2,3,4165.2448,34
7.75,0,0.043326511,0,95.6436,7,1,1,1,1134.5232,17
12.6,0,0.136532569,7,159.6578,5,1,2,3,2888.2404,34
19.75,1,0.018051091,5,179.866,9,1,0,1,2696.49,20
5.325,1,0.23212188,4,55.5298,0,1,2,0,53.9298,21
12.6,1,0.057620562,13,115.4518,4,2,0,0,113.8518,34
12.6,0,0.045865089,8,152.3682,5,1,2,3,2287.023,34
12.6,1,0.021002171,3,185.1924,4,2,0,0,555.2772,34
6.71,1,0.029727657,0,66.6142,2,1,1,1,1120.5414,12
14.35,0,0.080527065,0,79.296,1,0,2,1,719.064,32
15.2,0,0.0,8,47.8034,9,1,0,1,437.4306,20
5.82,1,0.0,6,256.633,9,1,0,1,2050.664,20
5.59,1,0.056833394,13,61.9168,3,1,2,2,1214.4192,10
18.5,1,0.062256921,5,148.0418,8,2,0,1,2059.9852,22
12.6,1,0.089512542,13,133.1626,5,1,2,3,3672.5528,34
14.0,1,0.060427062,5,153.5656,8,2,0,1,3089.312,22
7.605,0,0.216323008,6,165.021,0,1,2,0,815.605,21
12.6,0,0.135612397,8,61.1536,4,2,0,0,61.2536,34
9.6,0,0.085125951,0,107.128,7,1,1,1,1278.336,17
17.7,1,0.122565413,10,103.8674,2,1,1,1,1528.011,12
15.7,0,0.0,7,43.377,0,1,2,0,129.831,21
13.65,0,0.077670981,8,55.093,2,1,1,1,1301.639,12
14.6,1,0.043201813,6,110.1254,2,1,1,1,1844.9318,12
15.6,0,0.088215871,13,220.1798,2,1,1,1,5068.7354,12
20.25,0,0.036295834,4,217.5482,1,0,2,1,1095.241,32
8.02,0,0.186528819,13,151.9998,0,1,2,0,307.5996,21
18.35,0,0.099026525,6,93.8462,1,0,2,1,1295.6468,32
16.6,0,0.0,3,118.8124,8,2,0,1,2607.2728,22
10.0,1,0.063162608,5,228.6668,6,2,1,1,3455.502,15
16.1,1,0.063429818,4,179.4318,9,1,0,1,2345.6134,20
13.0,1,0.139785104,3,196.2426,0,1,2,0,197.7426,21
16.1,1,0.04807227,5,126.5362,2,1,1,1,1761.7068,12
19.0,0,0.112097433,5,105.5622,9,1,0,1,1905.5196,20
17.6,0,0.010037996,13,163.5552,6,2,1,1,3086.6488,15
6.32,0,0.012789884,10,39.1822,2,1,1,1,1060.6194,12
9.3,1,0.033431669,10,153.1314,6,2,1,1,4653.942,15
11.1,1,0.03623131,5,175.0712,2,1,1,1,3339.6528,12
12.6,0,0.086360962,7,151.2682,5,1,2,3,2439.4912,34
6.15,0,0.046232445,0,99.4384,1,0,2,1,1379.5376,32
20.85,0,0.097618234,15,223.9746,8,2,0,1,897.4984,22
17.1,1,0.046808553,3,141.4838,8,2,0,1,1404.838,22
13.15,1,0.03810738,13,86.3856,3,1,2,2,615.1992,10
16.5,1,0.093846532,0,95.7068,6,2,1,1,1069.2748,15
11.65,0,0.040744057,6,185.924,2,1,1,1,4101.328,12
13.15,0,0.022831052,6,160.292,9,1,0,1,4793.76,20
19.35,1,0.076878416,13,113.9518,9,1,0,1,1138.518,20
19.35,1,0.021501067,6,122.2098,7,1,1,1,2771.7254,17
16.5,1,0.07964724,6,101.4332,1,0,2,1,1948.1308,32
21.35,0,0.068809463,3,258.5278,6,2,1,1,5206.556,15
16.0,1,0.115570552,6,57.5246,6,2,1,1,173.7738,15
20.5,0,0.143164371,9,34.919,1,0,2,1,73.238,32
19.75,1,0.018008071,5,180.466,1,0,2,1,3415.554,32
17.6,0,0.015775777,9,179.1976,2,1,1,1,3803.0496,12
4.615,1,0.102407778,3,234.33,2,1,1,1,3961.51,12
5.88,0,0.003606726,7,154.1998,3,1,2,2,1384.1982,10
11.8,1,0.093801337,13,126.0704,9,1,0,1,1251.704,20
17.35,0,0.0,0,101.9016,1,0,2,1,1821.6288,32
12.35,1,0.033760862,10,196.9426,8,2,0,1,5141.3076,22
12.6,0,0.031131455,6,111.0228,5,1,2,3,3205.1612,34
9.0,0,0.082177842,5,214.1534,7,1,1,1,1720.4272,17
6.235,0,0.118858866,9,263.291,9,1,0,1,3418.883,20
9.6,0,0.0,13,244.817,6,2,1,1,4374.306,15
16.75,0,0.105448901,13,156.163,2,1,1,1,782.315,12
17.1,1,0.046881328,3,141.3838,9,1,0,1,1685.8056,20
6.825,1,0.078057026,3,154.5998,0,1,2,0,153.7998,21
6.78,1,0.140955857,0,92.212,2,1,1,1,4101.328,12
16.0,1,0.107186944,0,181.9634,3,1,2,2,3453.5046,10
15.0,0,0.153960209,15,105.9938,6,2,1,1,1179.1318,15
7.39,0,0.093160853,9,251.3066,3,1,2,2,1004.0264,10
17.6,0,0.05629192,5,42.5454,8,2,0,1,419.454,22
12.65,1,0.15604396,6,239.6538,8,2,0,1,3845.6608,22
17.85,0,0.044463491,13,127.102,8,2,0,1,2024.032,22
11.15,1,0.00827301,4,150.4708,1,0,2,1,1956.1204,32
15.7,0,0.030697825,7,42.877,6,2,1,1,1168.479,15
14.65,0,0.0,11,56.4614,0,1,2,0,55.2614,21
12.6,0,0.101281,4,55.0956,5,1,2,3,2020.0372,34
18.25,0,0.012300013,6,160.4894,7,1,1,1,3073.9986,17
20.7,1,0.0,0,98.7042,2,1,1,1,1884.8798,12
15.85,0,0.057313443,13,53.3956,8,2,0,1,1364.89,22
6.575,1,0.075625152,1,145.7444,9,1,0,1,3193.1768,20
17.75,0,0.030568919,11,177.866,7,1,1,1,2336.958,17
12.6,0,0.198424841,14,185.2924,4,2,0,0,370.1848,34
12.6,1,0.029578726,4,143.5786,5,1,2,3,3756.4436,34
