Company,TypeName,Inches,ScreenResolution,Ram,OpSys,Weight,Touchscreen,IPS_panel,Cpu_brand,HDD,SSD,Gpu_brand,PRICE
Asus,Notebook,17.3,1920x1080,8,Others/No OS/Linux,2.69,0,0,Intel Core i7,1000,128,Nvidia,47365.92
Dell,Gaming,15.6,1920x1080,8,Windows,2.56,0,0,Intel Core i5,0,256,Nvidia,46833.12
Lenovo,2 in 1 Convertible,13.9,1920x1080,8,Windows,1.38,1,1,Intel Core i7,0,256,Intel,57489.12
Dell,Notebook,15.6,1920x1080,8,Windows,2.2,0,0,Intel Core i7,2000,128,AMD,52480.8
HP,Notebook,15.6,1366x768,8,Windows,2.04,1,0,Intel Core i5,1000,0,Intel,29783.52
Asus,Gaming,17.3,1920x1080,16,Windows,3.6,0,0,Intel Core i7,0,256,Nvidia,159786.72
HP,Notebook,13.3,1920x1080,4,Windows,1.49,0,1,Intel Core i5,500,0,Intel,35964.0
Apple,Ultrabook,13.3,2560x1600,8,Mac,1.37,0,1,Intel Core i5,0,512,Intel,108691.2
Dell,2 in 1 Convertible,15.6,1920x1080,8,Windows,2.08,1,1,Intel Core i7,1000,0,Intel,43636.32
Asus,Gaming,17.3,1920x1080,16,Windows,4.3,0,0,Intel Core i7,1000,256,Nvidia,95850.72
Asus,Notebook,15.6,1366x768,4,Windows,1.68,0,0,AMD Processor,1000,0,AMD,24988.32
Lenovo,2 in 1 Convertible,13.9,1920x1080,8,Windows,1.37,1,1,Intel Core i7,0,512,Intel,98514.72
Acer,Notebook,17.3,1920x1080,4,Windows,3.0,0,1,Intel Core i3,0,256,Nvidia,37402.56
Dell,Ultrabook,13.3,1920x1080,8,Windows,1.41,0,0,Intel Core i5,0,256,Intel,50562.72
HP,Notebook,15.6,1366x768,8,Windows,1.91,0,0,AMD Processor,0,128,AMD,23757.552
HP,Notebook,17.3,1920x1080,16,Windows,2.9,0,1,Intel Core i7,1000,0,Nvidia,56423.52
MSI,Gaming,17.3,1920x1080,16,Windows,4.14,0,0,Intel Core i7,1000,512,Nvidia,133146.72
Lenovo,2 in 1 Convertible,15.6,1920x1080,8,Windows,2.0,1,1,Intel Core i7,0,512,Nvidia,90522.72
Dell,Notebook,17.3,1920x1080,8,Windows,2.8,0,0,Intel Core i7,1000,128,AMD,60845.76
Lenovo,Notebook,15.6,1920x1080,4,Others/No OS/Linux,2.2,0,0,Intel Core i3,0,256,Intel,23656.32
HP,Notebook,15.6,1920x1080,4,Windows,2.1,0,1,Intel Core i5,500,0,Intel,38468.16
Dell,Notebook,15.6,1920x1080,4,Windows,2.18,0,0,Intel Core i5,1000,0,Intel,35004.96
Dell,Notebook,15.6,1920x1080,8,Windows,2.24,0,0,Intel Core i5,1000,0,AMD,30103.2
Dell,2 in 1 Convertible,15.6,1920x1080,8,Windows,2.67,1,0,Intel Core i5,0,256,Intel,42570.72
Asus,2 in 1 Convertible,13.3,1920x1080,8,Windows,1.1,1,0,Intel Core i7,0,1024,Intel,79866.72
Lenovo,Notebook,15.6,1920x1080,4,Others/No OS/Linux,2.2,0,0,Intel Core i5,1000,0,Intel,24881.76
HP,Notebook,17.3,1920x1080,8,Windows,2.5,0,0,Intel Core i7,1000,0,Nvidia,54239.04
Lenovo,Notebook,15.6,1920x1080,8,Windows,2.05,0,0,Intel Core i7,0,256,Intel,46886.4
Apple,Ultrabook,13.3,2560x1600,8,Mac,1.37,0,1,Intel Core i5,0,512,Intel,104370.192
Asus,Gaming,17.3,1920x1080,16,Windows,3.2,0,0,AMD Processor,1000,256,AMD,82530.72
Dell,Notebook,15.6,1920x1080,8,Others/No OS/Linux,2.14,0,0,Intel Core i7,0,256,AMD,39164.5296
Lenovo,2 in 1 Convertible,14.0,2560x1440,16,Windows,1.36,1,0,Intel Core i7,0,512,Intel,133146.72
Toshiba,Notebook,15.6,1366x768,8,Windows,2.2,0,0,Intel Core i7,500,0,Nvidia,43263.36
Dell,Notebook,15.6,1366x768,12,Windows,2.3,0,0,Intel Core i7,1000,0,Intel,37992.3696
Dell,Notebook,17.3,1920x1080,8,Others/No OS/Linux,2.8,0,0,Intel Core i7,1000,128,AMD,58554.72
Acer,Notebook,15.6,1920x1080,8,Windows,2.2,0,1,Intel Core i7,1000,0,Nvidia,39693.6
Lenovo,Notebook,17.3,1600x900,4,Windows,2.8,0,0,Intel Core i3,1000,0,Intel,26053.92
Lenovo,Notebook,17.3,1920x1080,8,Others/No OS/Linux,2.8,0,0,Intel Core i7,2000,0,Nvidia,45234.72
Lenovo,Notebook,17.3,1600x900,6,Windows,2.8,0,0,Intel Core i7,1000,128,Nvidia,45767.52
Dell,Notebook,15.6,1920x1080,4,Others/No OS/Linux,2.25,0,0,Intel Core i3,1000,0,AMD,22803.84
Lenovo,Gaming,15.6,1920x1080,8,Windows,2.5,0,1,Intel Core i5,0,256,Nvidia,44169.12
Lenovo,Notebook,15.6,1920x1080,6,Windows,2.2,0,0,Intel Core i5,0,256,Intel,30849.12
Acer,Notebook,15.6,1920x1080,8,Windows,3.0,0,1,Intel Core i7,0,256,Nvidia,50669.28
Acer,Notebook,15.6,1920x1080,12,Windows,2.15,1,1,Intel Core i7,1000,0,Intel,35111.52
Lenovo,Notebook,15.6,1920x1080,8,Windows,1.95,0,1,Intel Core i7,0,256,Intel,58448.16
Asus,Ultrabook,15.6,1920x1080,8,Windows,1.7,0,0,Intel Core i5,0,256,Nvidia,52054.56
Lenovo,Gaming,15.6,1920x1080,16,Windows,2.5,0,1,Intel Core i7,1000,256,Nvidia,62817.12
Lenovo,Notebook,15.6,1920x1080,8,Others/No OS/Linux,2.2,0,0,Intel Core i7,1000,0,Nvidia,35112.0528
Acer,Notebook,15.6,1366x768,2,Others/No OS/Linux,2.19,0,0,Other Intel Processor,0,16,Intel,10602.72
Asus,Gaming,17.3,1920x1080,8,Windows,3.0,0,0,Intel Core i7,1000,0,Nvidia,63243.36
HP,Notebook,17.3,1600x900,8,Windows,2.54,0,0,Intel Core i3,1000,0,Intel,26053.92
Dell,Notebook,15.6,1920x1080,8,Windows,2.0,0,0,Intel Core i7,0,256,Nvidia,97449.12
Lenovo,Notebook,15.6,1920x1080,8,Windows,2.05,0,0,Intel Core i5,0,256,Intel,39373.92
Lenovo,Gaming,15.6,1920x1080,8,Windows,3.2,0,1,Intel Core i7,1000,0,Nvidia,69210.72
Acer,Notebook,15.6,1920x1080,8,Others/No OS/Linux,2.5,0,0,Intel Core i7,0,256,Nvidia,52161.12
Dell,Workstation,17.3,1920x1080,16,Windows,3.42,0,0,Intel Core i7,0,256,Nvidia,153705.3408
Lenovo,Notebook,15.6,1920x1080,6,Windows,2.4,0,0,AMD Processor,1000,0,AMD,26586.72
Asus,Ultrabook,15.6,1920x1080,16,Windows,1.63,0,0,Intel Core i7,0,512,Nvidia,78215.04
Asus,Notebook,14.0,1366x768,4,Windows,1.3,0,0,Intel Core i3,0,128,Intel,27119.52
Asus,Gaming,17.3,1920x1080,16,Windows,2.9,0,0,Intel Core i7,1000,256,Nvidia,113060.16
Lenovo,Notebook,17.3,1600x900,6,Windows,2.8,0,0,Intel Core i5,1000,0,Nvidia,34578.72
Lenovo,Notebook,15.6,1366x768,8,Others/No OS/Linux,2.2,0,0,Intel Core i5,2000,0,Nvidia,29250.72
Asus,Gaming,15.6,1920x1080,8,Windows,2.5,0,0,Intel Core i7,1000,128,Nvidia,67399.2
Lenovo,Notebook,15.6,1366x768,4,Others/No OS/Linux,2.2,0,0,Other Intel Processor,1000,0,Intel,19180.2672
HP,2 in 1 Convertible,13.3,1920x1080,16,Windows,1.28,1,0,Intel Core i7,0,256,Intel,105228.0
Toshiba,Notebook,15.6,1920x1080,8,Windows,2.2,0,1,Intel Core i7,0,256,Nvidia,55571.04
Lenovo,Notebook,15.6,1920x1080,8,Windows,2.3,0,0,Intel Core i5,1000,128,Nvidia,43636.32
HP,Notebook,15.6,1920x1080,4,Windows,1.86,0,0,Intel Core i3,1000,0,Intel,24988.32
Lenovo,Notebook,13.3,1920x1080,8,Windows,1.1,0,1,Intel Core i5,0,256,Intel,53226.72
Dell,Ultrabook,13.3,3840x2160,16,Windows,1.21,1,1,Intel Core i7,0,1000,Intel,133146.72
MSI,Gaming,15.6,1920x1080,16,Windows,2.8,0,1,Intel Core i7,1000,256,Nvidia,111834.72
Acer,Notebook,15.6,1920x1080,8,Windows,2.23,0,0,AMD Processor,0,256,AMD,24988.32
Asus,2 in 1 Convertible,11.6,1366x768,2,Windows,1.1,1,0,Other Intel Processor,0,0,Intel,14652.0
Dell,Notebook,15.6,1920x1080,8,Windows,2.33,0,0,Intel Core i5,1000,128,AMD,44968.32
HP,2 in 1 Convertible,13.3,3840x2160,16,Windows,1.29,1,1,Intel Core i7,0,1000,Intel,130482.72
Lenovo,Notebook,13.3,1366x768,4,Others/No OS/Linux,1.45,0,0,Other Intel Processor,0,0,Intel,24503.472
HP,Notebook,14.0,1920x1080,8,Windows,1.95,0,0,Intel Core i5,0,256,Intel,52214.4
Acer,Notebook,11.6,1366x768,4,Windows,1.4,0,0,Other Intel Processor,0,0,Intel,25840.8
HP,Notebook,14.0,1920x1080,8,Windows,1.48,0,0,Intel Core i7,0,256,Intel,68837.76
Lenovo,Notebook,17.3,1600x900,4,Windows,2.79,0,0,Intel Core i5,1000,0,Nvidia,31381.92
Asus,Notebook,14.0,1920x1080,8,Windows,2.0,0,0,Intel Core i7,0,256,Intel,58288.32
HP,Notebook,15.6,1366x768,8,Windows,2.1,0,1,Intel Core i7,1000,0,Intel,48058.56
Acer,Notebook,15.6,1366x768,8,Windows,2.2,0,0,AMD Processor,0,256,AMD,35111.52
Lenovo,Notebook,14.0,1366x768,4,Windows,1.44,0,0,Other Intel Processor,0,0,Intel,15557.76
Acer,Notebook,15.6,1366x768,6,Windows,2.23,0,0,Intel Core i5,1000,0,Intel,29250.72
Asus,Ultrabook,15.6,1920x1080,8,Windows,1.7,0,0,Intel Core i7,0,256,Nvidia,55938.672
HP,Ultrabook,12.5,1920x1080,8,Windows,1.26,0,0,Intel Core i7,0,256,Intel,71128.8
Dell,Notebook,15.6,3840x2160,32,Windows,2.06,1,0,Intel Core i7,0,1000,Nvidia,140605.91999999998
MSI,Gaming,17.3,1920x1080,8,Windows,2.7,0,0,Intel Core i7,1000,256,Nvidia,63882.72
Toshiba,Notebook,15.6,1920x1080,8,Windows,2.0,0,1,Intel Core i5,0,256,Intel,50243.04
Asus,Notebook,14.0,1920x1080,8,Windows,2.0,0,0,Intel Core i7,1000,256,Intel,71075.52
Lenovo,Notebook,15.6,1920x1080,4,Windows,1.85,0,0,Intel Core i3,1000,0,Intel,23922.72
Asus,Gaming,15.6,1920x1080,8,Windows,2.5,0,0,Intel Core i7,0,256,Nvidia,53226.72
HP,Notebook,14.0,1920x1080,8,Windows,1.48,0,0,Intel Core i5,0,256,Intel,67559.04
Dell,Ultrabook,15.6,1920x1080,8,Windows,1.9,0,1,Intel Core i5,1000,128,Nvidia,55890.72
HP,Notebook,15.6,1920x1080,8,Windows,1.84,0,0,Intel Core i5,0,256,Intel,60952.32
Asus,Notebook,15.6,1366x768,4,Others/No OS/Linux,2.0,0,0,Other Intel Processor,1000,0,Intel,14651.4672
Dell,Notebook,15.6,1920x1080,8,Windows,2.0,0,0,Intel Core i5,0,256,Nvidia,60885.72
Dell,Notebook,15.6,1366x768,4,Others/No OS/Linux,2.2,0,0,Other Intel Processor,500,0,Intel,14646.672
Lenovo,Notebook,15.6,1920x1080,12,Windows,2.2,0,0,AMD Processor,2000,0,AMD,47898.72
HP,Notebook,15.6,1920x1080,8,Windows,2.1,0,1,Intel Core i3,1000,0,Nvidia,38148.48
Lenovo,2 in 1 Convertible,13.9,3840x2160,16,Windows,1.4,1,1,Intel Core i7,0,512,Intel,111834.72
Dell,Ultrabook,13.3,1920x1080,8,Windows,1.2,0,0,Intel Core i7,0,256,Intel,84129.12
Lenovo,Gaming,15.6,1920x1080,16,Windows,2.4,0,1,Intel Core i7,2000,256,Nvidia,60153.12
HP,Notebook,14.0,1366x768,2,Windows,1.44,0,0,Other Intel Processor,0,0,Intel,14865.12
Dell,Ultrabook,15.6,1920x1080,16,Windows,1.88,0,0,Intel Core i7,0,768,Intel,85672.1088
Asus,2 in 1 Convertible,11.6,1366x768,4,Windows,1.5,1,0,Other Intel Processor,0,0,Intel,19980.0
Dell,Ultrabook,15.6,1920x1080,8,Windows,1.9,0,0,Intel Core i5,1000,0,AMD,35324.64
Dell,Notebook,15.6,3840x2160,16,Windows,2.06,1,0,Intel Core i7,0,512,Nvidia,108020.9376
HP,Notebook,15.6,1920x1080,8,Windows,1.84,0,0,Intel Core i7,0,256,Intel,69477.12
MSI,Gaming,17.3,1920x1080,8,Windows,2.7,0,0,Intel Core i7,1000,128,Nvidia,75071.52
HP,Workstation,15.6,1920x1080,8,Windows,2.6,0,0,Intel Core i7,0,256,Nvidia,92615.0256
Toshiba,Notebook,15.6,1920x1080,16,Windows,2.4,0,1,Intel Core i7,0,512,Nvidia,74751.84
Dell,Notebook,15.6,1920x1080,8,Windows,2.02,0,0,Intel Core i7,2000,128,AMD,51729.55199999999
Lenovo,Notebook,15.6,1366x768,4,Others/No OS/Linux,2.2,0,0,Other Intel Processor,1000,0,Intel,17155.627200000003
Dell,Gaming,15.6,1920x1080,8,Windows,2.65,0,0,Intel Core i5,1000,0,Nvidia,53226.72
Dell,Notebook,15.6,1366x768,8,Windows,2.36,1,0,Intel Core i5,2000,0,Intel,29696.6736
Dell,Notebook,14.0,1920x1080,8,Windows,1.36,0,0,Intel Core i5,0,256,Intel,76030.56
HP,Notebook,15.6,1366x768,4,Windows,1.86,0,0,Intel Core i3,500,0,Intel,23389.92
Asus,Notebook,14.0,1920x1080,8,Windows,2.0,0,0,Intel Core i5,0,256,Intel,50349.6
Lenovo,Notebook,17.3,1600x900,6,Windows,2.8,0,0,Intel Core i5,1000,128,Nvidia,38308.32
HP,Notebook,15.6,1920x1080,8,Windows,1.86,0,0,Intel Core i5,1000,0,Intel,34045.92
Lenovo,Notebook,15.6,1366x768,8,Others/No OS/Linux,2.2,0,0,Intel Core i3,0,256,Nvidia,26586.72
HP,Notebook,15.6,1366x768,8,Windows,2.04,0,0,Other Intel Processor,2000,0,Intel,20725.92
Dell,Notebook,17.3,1920x1080,8,Windows,2.8,0,0,Intel Core i5,1000,128,AMD,57808.8
Lenovo,Gaming,15.6,1920x1080,8,Others/No OS/Linux,2.4,0,1,Intel Core i5,1000,128,Nvidia,43103.52
Dell,Notebook,15.6,1920x1080,8,Windows,2.33,0,0,Intel Core i7,0,256,AMD,47898.72
HP,Ultrabook,14.0,1920x1080,8,Windows,1.36,0,1,Intel Core i7,0,256,Intel,93240.0
Asus,2 in 1 Convertible,15.6,1920x1080,12,Windows,2.26,1,0,Intel Core i7,2000,512,Nvidia,58554.72
Acer,Notebook,15.6,1366x768,4,Windows,2.1,0,0,AMD Processor,0,128,AMD,22697.28
Asus,Gaming,17.3,1920x1080,16,Windows,3.25,0,1,AMD Processor,1000,256,AMD,117162.72
Lenovo,Notebook,17.3,1600x900,4,Windows,2.6,0,0,AMD Processor,0,128,AMD,26053.92
Dell,2 in 1 Convertible,13.3,1920x1080,8,Windows,1.62,1,0,Intel Core i7,0,256,Intel,46300.85279999999
HP,Notebook,15.6,1920x1080,4,Windows,1.91,0,0,AMD Processor,0,256,AMD,26053.3872
Lenovo,Netbook,11.6,1366x768,4,Windows,1.59,0,1,Other Intel Processor,0,128,Intel,29463.84
Dell,Notebook,15.6,1366x768,4,Windows,1.8,0,0,Other Intel Processor,500,0,Intel,16463.52
Asus,Notebook,14.0,1366x768,4,Windows,1.5,0,0,Other Intel Processor,0,0,Intel,15238.08
Acer,Notebook,15.6,1920x1080,8,Others/No OS/Linux,2.4,0,0,Intel Core i7,1000,0,Nvidia,45074.88
HP,Gaming,17.3,1920x1080,8,Windows,3.35,0,1,Intel Core i7,1000,128,Nvidia,63456.48
Lenovo,Notebook,15.6,1920x1080,4,Others/No OS/Linux,1.85,0,0,Intel Core i3,0,128,Intel,21498.48
Asus,Gaming,15.6,1920x1080,8,Windows,2.3,0,1,Intel Core i7,1000,128,Nvidia,88178.4
Lenovo,Notebook,14.0,1920x1080,8,Windows,1.5,0,1,Intel Core i5,0,256,Nvidia,58554.72
Asus,Ultrabook,13.3,1920x1080,16,Windows,1.1,1,0,Intel Core i7,0,512,Intel,93181.392
Lenovo,Ultrabook,14.0,2560x1440,8,Windows,1.13,0,1,Intel Core i7,0,512,Intel,121584.96
Lenovo,Notebook,13.3,1920x1080,4,Windows,1.5,0,1,Intel Core i3,0,128,Intel,29250.72
Dell,Workstation,15.6,1920x1080,8,Windows,2.23,0,0,Intel Core i5,500,0,AMD,72940.31999999999
Dell,Workstation,15.6,1920x1080,8,Windows,2.0,0,1,Intel Core i7,0,256,Nvidia,113752.8
Lenovo,2 in 1 Convertible,14.0,2560x1440,16,Windows,1.42,1,0,Intel Core i7,0,512,Intel,133679.52
Asus,Gaming,17.3,1920x1080,8,Windows,3.0,0,0,Intel Core i7,1000,0,Nvidia,55357.92
Asus,Gaming,17.3,1920x1080,16,Windows,3.0,0,0,Intel Core i7,1000,256,Nvidia,84768.48
Acer,Notebook,15.6,1366x768,12,Windows,2.2,0,1,Intel Core i5,1000,0,Nvidia,36975.7872
MSI,Gaming,17.3,1920x1080,8,Windows,2.7,0,0,Intel Core i7,0,256,Nvidia,71874.72
Dell,Notebook,15.6,1920x1080,8,Others/No OS/Linux,2.33,0,0,Intel Core i7,0,256,AMD,41498.1936
HP,Ultrabook,15.6,1920x1080,4,Windows,1.91,0,0,AMD Processor,0,256,AMD,26586.72
Lenovo,Notebook,15.6,1920x1080,8,Windows,2.1,0,1,Intel Core i7,0,256,AMD,65510.9568
Lenovo,Notebook,14.0,1920x1080,8,Windows,1.9,0,1,Intel Core i5,0,256,Intel,49976.64
Dell,Workstation,15.6,3840x2160,8,Windows,1.78,1,0,Intel Core i7,0,256,Nvidia,144495.36
Lenovo,Ultrabook,14.0,2560x1440,16,Windows,1.13,0,1,Intel Core i7,0,1000,Intel,139860.0
Lenovo,Notebook,15.6,1366x768,4,Windows,2.2,0,0,Other Intel Processor,1000,0,Intel,16303.68
Asus,Gaming,17.3,1920x1080,16,Windows,2.9,0,0,Intel Core i7,1000,256,Nvidia,81465.12
Lenovo,Notebook,15.6,1920x1080,8,Windows,2.1,0,1,Intel Core i5,1000,256,AMD,60978.96
Acer,Notebook,15.6,1920x1080,8,Others/No OS/Linux,2.5,0,0,Intel Core i7,0,256,Nvidia,46833.12
MSI,Gaming,17.3,1920x1080,16,Windows,2.8,0,0,Intel Core i7,1000,256,Nvidia,119826.72
Asus,Ultrabook,14.0,1920x1080,8,Windows,1.1,0,0,Intel Core i7,0,512,Intel,99793.44
Toshiba,Ultrabook,13.3,1920x1080,16,Windows,1.2,0,0,Intel Core i7,0,512,Intel,93080.16
Dell,Ultrabook,14.0,1920x1080,8,Windows,1.36,0,0,Intel Core i7,0,512,Intel,89510.4
Lenovo,Notebook,15.6,1920x1080,4,Windows,2.2,0,0,Intel Core i3,500,0,Intel,21791.52
Lenovo,Notebook,11.6,1366x768,2,Windows,1.15,0,0,Other Intel Processor,0,0,Intel,16221.096
Lenovo,Workstation,15.6,1920x1080,8,Windows,2.67,0,0,Intel Core i7,0,512,Nvidia,102564.0
Lenovo,Ultrabook,14.0,2560x1440,8,Windows,1.7,0,1,Intel Core i7,0,512,Nvidia,103523.04
HP,Notebook,15.6,1920x1080,4,Windows,2.1,0,0,Intel Core i3,1000,0,AMD,24988.32
Acer,2 in 1 Convertible,13.3,1920x1080,8,Windows,1.6,1,1,Intel Core i7,0,256,Intel,42038.4528
Asus,2 in 1 Convertible,13.3,1920x1080,8,Windows,1.27,1,1,Intel Core i5,0,256,Intel,49443.84
Dell,Notebook,15.6,1920x1080,4,Others/No OS/Linux,2.3,0,0,Intel Core i5,0,256,AMD,31909.392
Dell,Notebook,13.3,1366x768,4,Windows,1.65,0,0,Intel Core i3,0,128,Intel,36709.92
HP,Ultrabook,14.0,1920x1080,8,Windows,1.43,0,0,Intel Core i7,0,256,Intel,79920.0
Dell,Notebook,15.6,1366x768,8,Windows,2.14,0,0,Intel Core i5,1000,0,Intel,28768.536
Lenovo,Ultrabook,14.0,1920x1080,8,Windows,1.75,0,1,Intel Core i7,0,256,AMD,64755.44640000001
Lenovo,2 in 1 Convertible,15.6,3840x2160,16,Windows,2.0,1,1,Intel Core i7,0,512,Nvidia,101178.72
Chuwi,Notebook,12.3,2736x1824,6,Windows,1.4,0,1,Other Intel Processor,0,0,Intel,23922.72
HP,Notebook,15.6,1920x1080,8,Windows,2.31,0,0,Intel Core i7,0,256,Intel,76030.56
Asus,Notebook,15.6,1920x1080,8,Others/No OS/Linux,2.3,0,0,Intel Core i3,1000,0,Nvidia,31808.16
Dell,Gaming,17.3,2560x1440,16,Windows,4.42,0,1,Intel Core i7,1000,256,Nvidia,149130.72
Dell,Gaming,15.6,1920x1080,8,Windows,2.62,0,1,Intel Core i7,1000,128,Nvidia,61751.52
Dell,Notebook,15.6,1920x1080,8,Windows,2.02,0,0,Intel Core i7,2000,256,AMD,60867.072
Dell,Ultrabook,14.0,1920x1080,8,Others/No OS/Linux,1.6,0,0,Intel Core i7,0,256,Intel,58554.72
HP,Gaming,17.3,1920x1080,12,Windows,3.35,0,0,Intel Core i7,1000,256,Nvidia,106506.72
Mediacom,2 in 1 Convertible,11.6,1920x1080,4,Windows,1.16,1,1,Other Intel Processor,0,32,Intel,15930.72
Samsung,Netbook,11.6,1366x768,4,Others/No OS/Linux,1.15,0,0,Other Intel Processor,0,0,Intel,14332.32
Lenovo,Notebook,13.3,1920x1080,8,Windows,1.4,0,1,Intel Core i7,0,256,Intel,53812.8
Lenovo,Notebook,14.0,1920x1080,4,Windows,1.7,0,1,Intel Core i3,0,128,Intel,31914.72
Lenovo,Workstation,15.6,3840x2160,16,Windows,2.3,0,1,Intel Core i7,0,512,Nvidia,130269.6
Lenovo,Notebook,15.6,1920x1080,16,Windows,2.5,0,0,Intel Core i7,0,512,Nvidia,130482.72
Asus,Gaming,17.3,1920x1080,8,Windows,3.2,0,0,AMD Processor,1000,256,AMD,90309.6
HP,Notebook,15.6,1366x768,4,Windows,2.1,0,0,Other Intel Processor,500,0,Intel,18488.16
Google,Ultrabook,12.3,2400x1600,16,Others/No OS/Linux,1.1,1,0,Intel Core i7,0,512,Intel,117162.72
Lenovo,Ultrabook,14.0,2560x1440,24,Windows,1.32,0,0,Intel Core i7,0,512,Intel,126912.96
Asus,Notebook,15.6,1920x1080,4,Others/No OS/Linux,2.0,0,0,Intel Core i5,0,256,Intel,29783.52
Lenovo,Notebook,17.3,1600x900,8,Windows,2.8,0,0,AMD Processor,1000,0,AMD,27652.32
Dell,Notebook,15.6,1920x1080,4,Windows,2.2,0,0,Intel Core i5,0,256,AMD,39906.72
Lenovo,Ultrabook,12.5,1920x1080,8,Windows,1.36,0,1,Intel Core i5,0,256,Intel,76137.12
Lenovo,Notebook,15.6,1920x1080,4,Windows,2.2,0,0,Other Intel Processor,0,128,Intel,18594.72
HP,Gaming,15.6,1920x1080,8,Windows,2.2,0,1,Intel Core i7,1000,128,Nvidia,58554.72
Dell,Notebook,14.0,1920x1080,8,Windows,1.64,0,0,Intel Core i5,0,256,Nvidia,62817.12
Acer,Notebook,15.6,1366x768,4,Others/No OS/Linux,2.4,0,0,Intel Core i5,500,0,Intel,23539.104
Dell,Workstation,15.6,1920x1080,8,Windows,2.23,0,0,Other Intel Processor,1000,0,Nvidia,106187.04
MSI,Gaming,15.6,1920x1080,8,Windows,2.2,0,0,Intel Core i5,0,256,Nvidia,54757.9872
Microsoft,Ultrabook,13.5,2256x1504,16,Windows,1.25,1,0,Intel Core i7,0,512,Intel,137941.91999999998
HP,Notebook,15.6,1366x768,8,Windows,1.91,0,0,Intel Core i5,0,128,Intel,31381.92
Dell,Workstation,15.6,1920x1080,16,Windows,2.17,0,1,Intel Core i7,0,256,Nvidia,105228.0
HP,Workstation,15.6,1920x1080,8,Windows,2.31,0,1,Intel Core i7,0,512,Intel,81731.52
Lenovo,Notebook,14.0,1920x1080,8,Windows,1.65,0,0,Intel Core i5,0,256,Intel,71661.59999999999
Dell,Notebook,15.6,1920x1080,8,Windows,2.36,0,0,Intel Core i7,1000,128,AMD,52161.12
Dell,2 in 1 Convertible,11.6,1366x768,4,Windows,1.47,1,0,Other Intel Processor,500,0,Intel,25521.12
Dell,Notebook,17.3,1920x1080,8,Windows,4.42,0,1,Intel Core i7,1000,0,Nvidia,109010.88
Microsoft,Ultrabook,13.5,2256x1504,4,Windows,1.252,1,0,Other Intel Processor,0,128,Intel,52693.92
Microsoft,Ultrabook,13.5,2256x1504,8,Windows,1.25,1,0,Intel Core i7,0,256,Intel,95850.72
HP,Notebook,17.3,1600x900,8,Windows,2.5,0,0,Intel Core i3,0,256,Intel,34093.872
Acer,Notebook,15.6,1920x1080,4,Windows,2.23,0,0,Intel Core i3,1000,0,Nvidia,28984.32
Acer,Netbook,11.6,1366x768,4,Windows,1.4,0,0,Other Intel Processor,0,128,Intel,23176.8
Asus,Notebook,15.6,1920x1080,8,Windows,2.37,0,0,Intel Core i5,1000,0,Intel,39906.72
Lenovo,Notebook,14.0,1920x1080,8,Others/No OS/Linux,1.5,0,1,Intel Core i7,0,512,AMD,42570.72
Lenovo,Notebook,15.6,1920x1080,8,Windows,2.67,0,0,Intel Core i7,0,256,Nvidia,111355.2
Asus,Notebook,15.6,1366x768,4,Windows,2.0,0,0,Other Intel Processor,500,0,Intel,16197.12
Acer,Notebook,15.6,1366x768,4,Windows,2.2,0,0,Intel Core i3,500,0,Nvidia,24988.32
Dell,Notebook,15.6,1920x1080,8,Windows,2.02,0,0,Intel Core i5,2000,0,AMD,40439.52
HP,Gaming,17.3,1920x1080,12,Windows,3.78,0,1,Intel Core i7,1000,0,Nvidia,90522.72
Lenovo,Ultrabook,14.0,2560x1440,12,Windows,1.4,0,1,Intel Core i7,0,256,Intel,98994.24
HP,2 in 1 Convertible,13.3,3840x2160,8,Windows,1.29,1,1,Intel Core i7,0,512,Intel,106506.72
HP,Notebook,15.6,1920x1080,8,Windows,1.9,0,0,Intel Core i5,500,0,AMD,61485.12
Google,Ultrabook,12.3,2400x1600,8,Others/No OS/Linux,1.1,1,0,Intel Core i5,0,128,Intel,67932.0
Dell,Ultrabook,13.3,1920x1080,8,Windows,1.42,1,0,Intel Core i5,0,256,Intel,98133.768
Asus,Notebook,15.6,3840x2160,12,Windows,2.06,0,1,Intel Core i7,1000,128,Intel,69210.72
Dell,Notebook,14.0,1366x768,8,Windows,1.79,0,0,Intel Core i3,0,128,Intel,39427.2
Dell,Workstation,15.6,1920x1080,8,Windows,1.78,0,0,Intel Core i7,0,256,Nvidia,128298.24
Lenovo,Notebook,14.0,1920x1080,8,Windows,1.7,0,0,Intel Core i5,0,180,Intel,72673.92
Dell,Notebook,15.6,1920x1080,8,Windows,2.2,0,0,Intel Core i5,1000,0,AMD,35964.0
Toshiba,Notebook,13.3,1920x1080,8,Windows,1.05,0,1,Intel Core i5,0,256,Intel,89084.16
Dell,Notebook,15.6,1920x1080,8,Windows,2.16,0,1,Intel Core i7,0,512,Nvidia,67239.36
Dell,Notebook,15.6,1366x768,4,Windows,2.18,0,0,Intel Core i3,1000,0,Intel,31254.048
HP,Notebook,13.3,1920x1080,4,Windows,1.49,0,1,Intel Core i5,0,128,Intel,38681.28
Chuwi,Notebook,15.6,1920x1080,4,Windows,1.89,0,0,Other Intel Processor,0,0,Intel,13261.392000000002
Lenovo,Notebook,15.6,1366x768,4,Windows,2.3,0,0,Intel Core i3,0,128,Intel,30103.2
